tape,step,day,hour,farmer_action,hands_actions,market_actions
4,653,28,5,COLLECT_FERTILIZER,NORTH; NORTH; HARVEST; COLLECT_FERTILIZER; DIG; DIG; HARVEST; NORTH; EAST; WATER; WEST,
4,654,28,6,NORTH,WATER; NORTH; DIG; HARVEST; WEST; PLANT WHEAT; DIG; FEED; NORTH; HARVEST; WEST,
4,655,28,7,FEED,HARVEST; WATER; PLANT WHEAT; NORTH; NORTH; WATER; PLANT WHEAT; COLLECT_FERTILIZER; WATER; PLANT WHEAT; SOUTH,
4,656,28,8,COLLECT_FERTILIZER,PLANT WHEAT; HARVEST; WATER; FEED; NORTH; NORTH; WATER; EAST; HARVEST; WATER; WATER,
4,657,28,9,NORTH,WATER; PLANT CARROT; SOUTH; CARE; WATER; HARVEST; WEST; FEED; WEST; EAST; WEST,
4,658,28,10,FEED,WEST; WATER; HARVEST; COLLECT_FERTILIZER; WEST; EAST; HARVEST; CARE; NORTH; SOUTH; WATER,
4,659,28,11,COLLECT_FERTILIZER,WATER; WEST; DIG; WEST; SOUTH; HARVEST; DIG; COLLECT_FERTILIZER; WATER; WATER; HARVEST,
4,660,28,12,EAST,WEST; WATER; PLANT WHEAT; SOUTH; WATER; EAST; PLANT WHEAT; SOUTH; NORTH; HARVEST; NORTH,SELL WHEAT 11
4,661,28,13,FEED,WATER; HARVEST; WATER; FEED; EAST; HARVEST; WATER; FEED; WATER; PLANT WHEAT; WATER,
4,662,28,14,COLLECT_FERTILIZER,WEST; PLANT WHEAT; SOUTH; COLLECT_FERTILIZER; EAST; SOUTH; NORTH; CARE; WEST; WATER; NORTH,
4,663,28,15,EAST,WATER; WATER; SOUTH; HARVEST; WATER; HARVEST; HARVEST; COLLECT_FERTILIZER; WATER; EAST; HARVEST,
4,664,28,16,FEED,HARVEST; WEST; WATER; EAST; WEST; NORTH; DIG; EAST; NORTH; NORTH; DIG,
4,665,28,17,COLLECT_FERTILIZER,WEST; WEST; WEST; EAST; WATER; PLACE STRAWBERRY 8; PLANT WHEAT; FEED; WATER; NORTH; NORTH,SELL STRAWBERRY 8
4,666,28,18,HARVEST,NORTH; WATER; SOUTH; PLACE FERTILIZER; SOUTH; SOUTH; WATER; CARE; WEST; NORTH; WATER,SELL FERTILIZER 1
4,667,28,19,WEST,WATER; EAST; WATER; SOUTH; WATER; SOUTH; WEST; COLLECT_FERTILIZER; WATER; NORTH; HARVEST,
4,668,28,20,SOUTH,HARVEST; WATER; EAST; SOUTH; SOUTH; SOUTH; HARVEST; WEST; NORTH; WATER; NORTH,
4,669,28,21,SOUTH,WEST; SOUTH; EAST; SOUTH; WATER; SOUTH; DIG; WEST; WATER; WEST; WATER,
4,670,28,22,PLACE FERTILIZER 5,WATER; SOUTH; WATER; HARVEST; HARVEST; PLANT WHEAT; PLACE FERTILIZER 5; HARVEST; WATER; HARVEST,SELL FERTILIZER 10
4,671,28,23,PASS,HARVEST; WATER; HARVEST; EAST; DIG; WATER,
4,672,29,0,HARVEST,,SELL WHEAT 26; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
4,673,29,1,PLACE MILK 2,WEST; WEST; WEST; WEST; EAST; WEST; WEST; PICKUP WHEAT 5; WEST,SELL MILK 4; HIRE; BUY_PRODUCT FERTILIZER 1
4,674,29,2,NORTH,EAST; WEST; SOUTH; WEST; EAST; DIG; DIG; WEST; WEST; NORTH,SELL FERTILIZER 3
4,675,29,3,NORTH,NORTH; DIG; DIG; WEST; EAST; PLANT WHEAT; PLANT WHEAT; FEED; NORTH; NORTH,
4,676,29,4,HARVEST,NORTH; PLANT WHEAT; PLANT WHEAT; WATER; EAST; WATER; WATER; COLLECT_FERTILIZER; HARVEST; COLLECT_FERTILIZER,
4,677,29,5,SOUTH,NORTH; WATER; WATER; HARVEST; NORTH; SOUTH; WEST; NORTH; NORTH; HARVEST,SELL STRAWBERRY 8
4,678,29,6,HARVEST,WATER; WEST; SOUTH; EAST; WATER; DIG; WEST; FEED; NORTH; EAST,SELL CARROT 6; SELL WHEAT 3
4,679,29,7,EAST,NORTH; WATER; DIG; EAST; NORTH; PLANT WHEAT; NORTH; COLLECT_FERTILIZER; WATER; NORTH,
4,680,29,8,HARVEST,WATER; WEST; WEST; NORTH; WATER; WATER; COLLECT_FERTILIZER; EAST; HARVEST; WATER,
4,681,29,9,SOUTH,WEST; SOUTH; WEST; NORTH; HARVEST; WEST; EAST; EAST; WEST; EAST,SELL WHEAT 4
4,682,29,10,HARVEST,WATER; WATER; SOUTH; WATER; WEST; WEST; EAST; EAST; SOUTH; WATER,SELL WHEAT 2
4,683,29,11,PLACE MILK 8,WEST; HARVEST; WATER; HARVEST; WATER; WATER; PLACE FERTILIZER; FEED; WATER; NORTH,SELL MILK 8; SELL FERTILIZER 1
4,684,29,12,COLLECT_FERTILIZER,WATER; EAST; EAST; EAST; WEST; SOUTH; COLLECT_FERTILIZER; HARVEST; WATER,SELL WHEAT 5
4,685,29,13,PLACE FERTILIZER,WEST; EAST; SOUTH; NORTH; WATER; WATER; SOUTH; WEST; HARVEST,SELL FERTILIZER 1
4,686,29,14,NORTH,WATER; WATER; WATER; WATER; SOUTH; HARVEST; FEED; WATER; EAST,
4,687,29,15,COLLECT_FERTILIZER,HARVEST; SOUTH; NORTH; HARVEST; WATER; SOUTH; COLLECT_FERTILIZER; HARVEST; WATER,
4,688,29,16,EAST,WEST; WATER; WATER; SOUTH; EAST; WATER; HARVEST; WEST; HARVEST,
4,689,29,17,NORTH,SOUTH; EAST; EAST; SOUTH; WATER; HARVEST; EAST; WATER; SOUTH,SELL WOOL 15
4,690,29,18,COLLECT_FERTILIZER,WATER; WATER; WATER; SOUTH; SOUTH; WEST; FEED; HARVEST; WATER,
4,691,29,19,WEST,HARVEST; PLACE WHEAT 9; WATER; SOUTH; COLLECT_FERTILIZER; HARVEST,SELL WHEAT 9
4,692,29,20,WEST,SOUTH; COLLECT_FERTILIZER; WATER; WEST; EAST,
4,693,29,21,COLLECT_FERTILIZER,SOUTH; CARE; HARVEST; WEST; NORTH,
4,694,29,22,PASS,WATER; NORTH; PLACE FERTILIZER 5; WATER,SELL FERTILIZER 5
4,695,29,23,PASS,HARVEST; COLLECT_FERTILIZER; HARVEST,
4,696,30,0,WEST,,SELL WHEAT 47; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
4,697,30,1,WEST,EAST; NORTH; WEST; EAST; WEST; EAST; WEST; NORTH; WEST,SELL MILK 2; HIRE
4,698,30,2,WEST,EAST; NORTH; WEST; NORTH; NORTH; EAST; SOUTH; NORTH; WEST; SOUTH,SELL FERTILIZER 5
4,699,30,3,SOUTH,EAST; NORTH; SOUTH; NORTH; NORTH; NORTH; SOUTH; NORTH; HARVEST; WATER,
4,700,30,4,WATER,EAST; WATER; WATER; HARVEST; NORTH; NORTH; WATER; NORTH; EAST; WEST,
4,701,30,5,HARVEST,NORTH; HARVEST; HARVEST; EAST; NORTH; WATER; HARVEST; NORTH; EAST; WEST,
4,702,30,6,SOUTH,NORTH; EAST; SOUTH; SOUTH; WATER; HARVEST; SOUTH; WATER; EAST; WATER,SELL WOOL 13
4,703,30,7,WATER,WATER; WATER; WATER; HARVEST; HARVEST; SOUTH; WATER; HARVEST; EAST; EAST,
4,704,30,8,HARVEST,HARVEST; HARVEST; HARVEST; WEST; EAST; WATER; HARVEST; SOUTH; NORTH; WATER,
4,705,30,9,EAST,SOUTH; EAST; SOUTH; WEST; WATER; HARVEST; SOUTH; SOUTH; NORTH; SOUTH,
4,706,30,10,EAST,WATER; WATER; WATER; DROP; HARVEST; EAST; WATER; SOUTH; HARVEST; WATER,SELL WOOL 8
4,707,30,11,EAST,HARVEST; HARVEST; HARVEST; COLLECT_FERTILIZER; SOUTH; SOUTH; HARVEST; SOUTH; WEST; EAST,
4,708,30,12,SOUTH,EAST; WEST; EAST; DROP; SOUTH; WATER; EAST; DROP; SOUTH; WATER,SELL CARROT 12; SELL FERTILIZER 1
4,709,30,13,SOUTH,WATER; WEST; EAST; WEST; SOUTH; HARVEST; NORTH; NORTH; SOUTH,
4,710,30,14,WATER,HARVEST; SOUTH; NORTH; COLLECT_FERTILIZER; SOUTH; WEST; NORTH; COLLECT_FERTILIZER; DROP,SELL MILK 2
4,711,30,15,HARVEST,WEST; SOUTH; NORTH; DROP; DROP; WEST; NORTH; WEST; WEST,SELL WHEAT 5; SELL FERTILIZER 2
4,712,30,16,NORTH,WEST; SOUTH; NORTH; WEST; WEST; NORTH; COLLECT_FERTILIZER,
4,713,30,17,NORTH,WEST; DROP; DROP; COLLECT_FERTILIZER; DROP; DROP; NORTH,SELL STRAWBERRY 7; SELL WHEAT 29
4,714,30,18,NORTH,WEST; EAST; NORTH; EAST; COLLECT_FERTILIZER,
4,715,30,19,DROP,SOUTH; COLLECT_FERTILIZER; COLLECT_FERTILIZER; EAST; EAST,SELL WHEAT 6
4,716,30,20,PASS,DROP; NORTH; EAST; COLLECT_FERTILIZER; COLLECT_FERTILIZER,SELL WHEAT 9
4,717,30,21,PASS,COLLECT_FERTILIZER; SOUTH,
4,718,30,22,PASS,DROP,SELL FERTILIZER 2
5,0,1,0,PASS,,
5,1,1,1,NORTH,,BUY_PRODUCT WHEAT 5; BUY_SEED WHEAT 7; BUY_SEED MELON 12; HIRE; HIRE; HIRE; HIRE; HIRE; BUY_ANIMAL COW 2; BUY_ANIMAL SHEEP 2
5,2,1,2,SOUTH,PICKUP COW 1; NORTH; WEST; PICKUP COW 1,
5,3,1,3,PICKUP SHEEP 1,NORTH; NORTH; WEST; BUILD_PASTURE,
5,4,1,4,PICKUP WHEAT 1,BUILD_PASTURE; NORTH; NORTH; PLACE COW,
5,5,1,5,WEST,PLACE COW; NORTH; NORTH; CARE,
5,6,1,6,NORTH,NORTH; NORTH; NORTH; PICKUP SHEEP 1,
5,7,1,7,BUILD_PASTURE,NORTH; PLANT MELON; PLANT MELON; PICKUP WHEAT 1,
5,8,1,8,PLACE SHEEP,PLANT MELON; WATER; WATER; WEST,
5,9,1,9,FEED,WATER; WEST; WEST; BUILD_PASTURE,
5,10,1,10,CARE,WEST; PLANT MELON; NORTH; PLACE SHEEP,
5,11,1,11,WEST,PLANT MELON; WATER; PLANT MELON; FEED,
5,12,1,12,PLANT MELON,WATER; WEST; WATER; CARE,
5,13,1,13,WATER,WEST; PLANT WHEAT; WEST; WEST,
5,14,1,14,WEST,SOUTH; WATER; PLANT WHEAT; WEST,
5,15,1,15,PLANT MELON,PLANT MELON; WEST; WATER; PLANT MELON,
5,16,1,16,WATER,WATER; PLANT WHEAT; WEST; WATER,
5,17,1,17,PASS,WEST; WATER; PLANT WHEAT; WEST,
5,18,1,18,PASS,PLANT MELON; WATER; PLANT MELON,
5,19,1,19,PASS,WATER; NORTH; WATER,
5,20,1,20,PASS,WEST; PLANT WHEAT; NORTH,
5,21,1,21,PASS,PLANT WHEAT; WATER; PLANT WHEAT,
5,22,1,22,PASS,WATER; WATER,
5,23,1,23,PASS,,
5,24,2,0,PICKUP WHEAT 1,,HIRE; HIRE; HIRE
5,25,2,1,WEST,WEST; NORTH; WEST,
5,26,2,2,NORTH,PICKUP WHEAT 1; PICKUP WHEAT 1; WEST,
5,27,2,3,FEED,NORTH; FEED; WEST,
5,28,2,4,CARE,FEED; CARE; NORTH,
5,29,2,5,COLLECT_FERTILIZER,CARE; COLLECT_FERTILIZER; BUILD_PASTURE,
5,30,2,6,EAST,COLLECT_FERTILIZER; PLACE FERTILIZER; WEST,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 3
5,31,2,7,SOUTH,SOUTH; NORTH; WEST,BUY_PRODUCT WHEAT 1
5,32,2,8,PLACE FERTILIZER,PLACE FERTILIZER; NORTH; NORTH,SELL FERTILIZER 2
5,33,2,9,PASS,BUILD_PASTURE; WATER,BUY_PRODUCT WHEAT 1
5,34,2,10,PASS,SOUTH; NORTH,
5,35,2,11,PASS,SOUTH; WATER,BUY_PRODUCT WHEAT 1
5,36,2,12,PASS,PICKUP WHEAT 1; EAST,
5,37,2,13,PASS,WEST; NORTH,BUY_PRODUCT WHEAT 1
5,38,2,14,PASS,FEED; WATER,
5,39,2,15,PASS,COLLECT_FERTILIZER; WEST,BUY_PRODUCT WHEAT 1
5,40,2,16,PASS,CARE; WATER,
5,41,2,17,PASS,NORTH,
5,42,2,18,PASS,WATER,
5,43,2,19,PASS,EAST,
5,44,2,20,PASS,WATER,
5,45,2,21,PASS,EAST,
5,46,2,22,PASS,WATER,
5,47,2,23,PASS,,
5,48,3,0,PICKUP WHEAT 4,,SELL FERTILIZER 1; BUY_SEED WHEAT 3; HIRE; HIRE; HIRE; HIRE
5,49,3,1,FEED,WEST; WEST; WEST,
5,50,3,2,CARE,WEST; NORTH; NORTH,SELL WHEAT 2
5,51,3,3,COLLECT_FERTILIZER,WEST; NORTH; NORTH,
5,52,3,4,NORTH,WEST; NORTH; WATER,
5,53,3,5,FEED,NORTH; NORTH; NORTH,
5,54,3,6,CARE,WATER; WATER; WATER,
5,55,3,7,COLLECT_FERTILIZER,EAST; NORTH; WEST,
5,56,3,8,WEST,WATER; WATER; WATER,
5,57,3,9,FEED,NORTH; WEST; WEST,
5,58,3,10,CARE,WATER; WATER; WEST,
5,59,3,11,COLLECT_FERTILIZER,NORTH; WEST; WATER,
5,60,3,12,SOUTH,WATER; WEST; HARVEST,
5,61,3,13,FEED,EAST; WATER; PLANT WHEAT,
5,62,3,14,CARE,WATER; HARVEST; WATER,
5,63,3,15,COLLECT_FERTILIZER,SOUTH; PLANT WHEAT; NORTH,
5,64,3,16,EAST,WATER; WATER; WATER,
5,65,3,17,PLACE FERTILIZER 4,WEST; EAST; HARVEST,SELL FERTILIZER 4; BUY_ANIMAL COW 1
5,66,3,18,PICKUP COW 1,WEST; WATER; PLANT WHEAT,
5,67,3,19,NORTH,WATER; WATER,
5,68,3,20,NORTH,NORTH; EAST,
5,69,3,21,PLACE COW,WATER; SOUTH,
5,70,3,22,PASS,WATER,
5,71,3,23,PASS,,
5,72,4,0,PICKUP WHEAT 3,,BUY_SEED WHEAT 5; HIRE; HIRE; HIRE; HIRE; HIRE
5,73,4,1,WEST,WEST; WEST; WEST; WEST; WEST,
5,74,4,2,FEED,WEST; WEST; NORTH; WEST; WEST,SELL WHEAT 1
5,75,4,3,CARE,WEST; WEST; NORTH; WEST; WEST,
5,76,4,4,COLLECT_FERTILIZER,NORTH; NORTH; NORTH; WEST; NORTH,
5,77,4,5,NORTH,WATER; NORTH; NORTH; NORTH; NORTH,
5,78,4,6,FEED,WEST; NORTH; WATER; WATER; NORTH,
5,79,4,7,CARE,WATER; NORTH; NORTH; HARVEST; NORTH,
5,80,4,8,COLLECT_FERTILIZER,SOUTH; WATER; WATER; PLANT WHEAT; WATER,SELL WHEAT 3
5,81,4,9,EAST,WATER; HARVEST; WEST; WATER; HARVEST,
5,82,4,10,NORTH,WEST; PLANT WHEAT; WATER; NORTH; PLANT WHEAT,
5,83,4,11,FEED,WATER; WATER; SOUTH; WATER; WATER,
5,84,4,12,CARE,NORTH; WATER; HARVEST; SOUTH,
5,85,4,13,COLLECT_FERTILIZER,WATER; SOUTH; PLANT WHEAT; WATER,
5,86,4,14,SOUTH,EAST; WATER; WATER; SOUTH,
5,87,4,15,SOUTH,EAST; NORTH; WATER,
5,88,4,16,PLACE FERTILIZER 3,EAST; WATER; WEST,SELL FERTILIZER 3; BUY_ANIMAL COW 1
5,89,4,17,COLLECT_FERTILIZER,SOUTH; EAST; NORTH; WATER,
5,90,4,18,PLACE FERTILIZER,SOUTH; SOUTH; WATER,SELL FERTILIZER 1
5,91,4,19,CARE,SOUTH; SOUTH,
5,92,4,20,NORTH,SOUTH; PICKUP COW 1,
5,93,4,21,COLLECT_FERTILIZER,PLACE WHEAT; WEST,SELL WHEAT 1
5,94,4,22,CARE,WEST,
5,95,4,23,PASS,PLACE COW,
5,96,5,0,PICKUP WHEAT 5,,BUY_SEED WHEAT 5; BUY_SEED CARROT 3; BUY_SEED STRAWBERRY 1; HIRE; HIRE; HIRE; HIRE
5,97,5,1,FEED,WEST; WEST; WEST,BUY_PRODUCT WHEAT 1
5,98,5,2,CARE,NORTH; WEST; WEST,
5,99,5,3,COLLECT_FERTILIZER,NORTH; WEST; WEST,
5,100,5,4,NORTH,COLLECT_FERTILIZER; NORTH; WEST,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 1
5,101,5,5,FEED,CARE; NORTH; NORTH,BUY_PRODUCT WHEAT 1
5,102,5,6,CARE,SOUTH; NORTH; NORTH,
5,103,5,7,COLLECT_FERTILIZER,SOUTH; NORTH; NORTH,BUY_PRODUCT WHEAT 1
5,104,5,8,WEST,PLACE FERTILIZER; NORTH; WATER,SELL FERTILIZER 1; BUY_SEED STRAWBERRY 1
5,105,5,9,FEED,WATER; HARVEST,
5,106,5,10,CARE,HARVEST; PLANT WHEAT,
5,107,5,11,COLLECT_FERTILIZER,PLANT WHEAT; WATER,
5,108,5,12,SOUTH,WATER; NORTH,SELL WHEAT 2; BUY_PRODUCT WHEAT 2
5,109,5,13,FEED,EAST; WATER,
5,110,5,14,CARE,WATER; HARVEST,
5,111,5,15,COLLECT_FERTILIZER,PLANT WHEAT,
5,112,5,16,WEST,WATER,
5,113,5,17,FEED,SOUTH,
5,114,5,18,CARE,SOUTH,
5,115,5,19,COLLECT_FERTILIZER,SOUTH,
5,116,5,20,EAST,WATER,
5,117,5,21,EAST,,
5,118,5,22,PLACE FERTILIZER 5,,SELL FERTILIZER 4; BUY_SEED STRAWBERRY 2
5,119,5,23,PASS,,
5,120,6,0,PICKUP WHEAT 5,,BUY_SEED WHEAT 4; BUY_SEED STRAWBERRY 1; HIRE; HIRE; HIRE; HIRE
5,121,6,1,WEST,WEST; WEST; WEST; PICKUP WHEAT 5,SELL FERTILIZER 1; BUY_SEED STRAWBERRY 1
5,122,6,2,WEST,NORTH; WEST; WEST; FEED,
5,123,6,3,FEED,NORTH; NORTH; WEST; CARE,SELL WHEAT 2; BUY_SEED STRAWBERRY 1
5,124,6,4,CARE,NORTH; NORTH; WEST; COLLECT_FERTILIZER,
5,125,6,5,COLLECT_FERTILIZER,WATER; WATER; NORTH; NORTH,
5,126,6,6,WEST,WEST; NORTH; WATER; FEED,
5,127,6,7,NORTH,WATER; WATER; NORTH; CARE,
5,128,6,8,NORTH,WEST; WEST; WATER; COLLECT_FERTILIZER,
5,129,6,9,NORTH,WATER; WEST; NORTH; NORTH,
5,130,6,10,WATER,NORTH; WATER; WATER; FEED,
5,131,6,11,HARVEST,WATER; HARVEST; EAST; CARE,
5,132,6,12,PLANT STRAWBERRY,HARVEST; PLANT STRAWBERRY; EAST; COLLECT_FERTILIZER,
5,133,6,13,WATER,PLANT STRAWBERRY; WATER; WATER; WEST,
5,134,6,14,NORTH,WATER; SOUTH; SOUTH,
5,135,6,15,WATER,EAST; WATER; FEED,
5,136,6,16,WEST,WATER; HARVEST; CARE,
5,137,6,17,WATER,EAST; PLANT STRAWBERRY; COLLECT_FERTILIZER,
5,138,6,18,SOUTH,WATER; WATER; SOUTH,
5,139,6,19,WATER,SOUTH; FEED,
5,140,6,20,PASS,WATER; CARE,
5,141,6,21,PASS,COLLECT_FERTILIZER,
5,142,6,22,PASS,EAST,
5,143,6,23,PASS,PLACE FERTILIZER 5,SELL FERTILIZER 5; BUY_SEED STRAWBERRY 1
5,144,7,0,WEST,,HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
5,145,7,1,NORTH,PICKUP WHEAT 1; WEST; WEST; PICKUP WHEAT 5; WEST,SELL FERTILIZER 1; HIRE
5,146,7,2,HARVEST,PICKUP WHEAT 3; WEST; WEST; WEST; WEST; WEST,
5,147,7,3,SOUTH,FEED; WEST; WEST; FEED; WEST; WEST,
5,148,7,4,HARVEST,CARE; WEST; WEST; CARE; NORTH; WEST,
5,149,7,5,EAST,COLLECT_FERTILIZER; NORTH; NORTH; COLLECT_FERTILIZER; NORTH; NORTH,
5,150,7,6,PLACE WOOL 10,PLACE FERTILIZER; NORTH; WATER; WEST; WATER; NORTH,SELL WOOL 10; SELL FERTILIZER 1; BUY_PRODUCT WHEAT 2; BUY_LAND; BUY_ANIMAL COW 2; BUY_PRODUCT FERTILIZER 1
5,151,7,7,EAST,NORTH; EAST; EAST; EAST; FEED; EAST; EAST; EAST,SELL FERTILIZER 1; BUY_PRODUCT FERTILIZER 1
5,152,7,8,PICKUP COW 1,FEED; EAST; NORTH; EAST; CARE; EAST; EAST; EAST,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 2; BUY_SEED WHEAT 1
5,153,7,9,PICKUP WHEAT 1,CARE; EAST; PICKUP COW 1; EAST; COLLECT_FERTILIZER; NORTH; EAST; EAST,
5,154,7,10,NORTH,COLLECT_FERTILIZER; EAST; PICKUP WHEAT 1; EAST; EAST; NORTH; NORTH; EAST,BUY_PRODUCT WHEAT 1; BUY_SEED STRAWBERRY 2
5,155,7,11,BUILD_PASTURE,NORTH; BUILD_PASTURE; BUILD_PASTURE; EAST; EAST; PLANT WHEAT; NORTH; NORTH,
5,156,7,12,PLACE COW,FEED; NORTH; PLACE COW; BUILD_PASTURE; PLACE FERTILIZER; WATER; NORTH; NORTH,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 3
5,157,7,13,FEED,CARE; PLANT STRAWBERRY; FEED; EAST; PLACE FERTILIZER; WEST; BUILD_PASTURE; PLANT STRAWBERRY,SELL FERTILIZER 1; BUY_SEED STRAWBERRY 1; BUY_SEED WHEAT 2
5,158,7,14,CARE,COLLECT_FERTILIZER; WATER; CARE; BUILD_PASTURE; WEST; WATER; EAST; WATER,BUY_PRODUCT WHEAT 2
5,159,7,15,WEST,WEST; WEST; EAST; EAST; WEST; WEST; NORTH; NORTH,
5,160,7,16,WEST,SOUTH; WATER; NORTH; PLANT STRAWBERRY; WEST; WATER; PLANT WHEAT; PLANT WHEAT,BUY_SEED STRAWBERRY 3; BUY_SEED WHEAT 1
5,161,7,17,WEST,FEED; WEST; BUILD_PASTURE; WATER; NORTH; WEST; WATER; WATER,
5,162,7,18,WATER,CARE; WATER; EAST; EAST; NORTH; WEST; SOUTH; EAST,
5,163,7,19,WEST,COLLECT_FERTILIZER; WEST; PLANT STRAWBERRY; PLANT STRAWBERRY; WATER; WATER; PLANT STRAWBERRY; PLANT WHEAT,BUY_SEED STRAWBERRY 2; BUY_SEED WHEAT 1
5,164,7,20,WATER,EAST; WEST; WATER; WATER; EAST; HARVEST; WATER; WATER,
5,165,7,21,WEST,SOUTH; WEST; EAST; WATER; WEST; EAST; EAST,
5,166,7,22,SOUTH,PLACE FERTILIZER 3; WATER; PLANT STRAWBERRY; NORTH; WATER; PLANT STRAWBERRY; PLANT WHEAT,SELL FERTILIZER 2
5,167,7,23,WATER,HARVEST; WATER; WATER; HARVEST; WATER; WATER,
5,168,8,0,PICKUP WHEAT 1,,SELL WOOL 2; SELL FERTILIZER 1; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
5,169,8,1,WEST,WEST; NORTH; NORTH; PICKUP WHEAT 1; WEST; NORTH,SELL WHEAT 9; HIRE; HIRE; BUY_ANIMAL COW 1
5,170,8,2,WEST,PICKUP WHEAT 1; PICKUP WHEAT 1; PICKUP WHEAT 1; WEST; PICKUP WHEAT 1; PICKUP WHEAT 1; WEST; WEST,
5,171,8,3,FEED,WEST; NORTH; FEED; NORTH; NORTH; FEED; WEST; WEST,
5,172,8,4,CARE,FEED; NORTH; CARE; FEED; FEED; CARE; NORTH; WEST,
5,173,8,5,COLLECT_FERTILIZER,CARE; FEED; COLLECT_FERTILIZER; CARE; CARE; COLLECT_FERTILIZER; NORTH; WEST,
5,174,8,6,EAST,COLLECT_FERTILIZER; CARE; PLACE FERTILIZER; COLLECT_FERTILIZER; COLLECT_FERTILIZER; PLACE FERTILIZER; NORTH; WEST,SELL FERTILIZER 2; BUY_PRODUCT FERTILIZER 1
5,175,8,7,EAST,EAST; COLLECT_FERTILIZER; PICKUP COW 1; EAST; SOUTH; EAST; NORTH; NORTH,SELL FERTILIZER 1
5,176,8,8,PLACE FERTILIZER,PLACE FERTILIZER; SOUTH; EAST; SOUTH; PLACE FERTILIZER; EAST; NORTH; NORTH,SELL FERTILIZER 3; BUY_ANIMAL COW 1; BUY_SEED STRAWBERRY 1
5,177,8,9,WEST,NORTH; SOUTH; PLACE COW; PLACE FERTILIZER; WEST; EAST; WATER; WATER,SELL FERTILIZER 1
5,178,8,10,WEST,NORTH; PLACE FERTILIZER; CARE; EAST; NORTH; EAST; WEST; NORTH,BUY_SEED STRAWBERRY 1; BUY_SEED WHEAT 1
5,179,8,11,NORTH,NORTH; WEST; EAST; NORTH; EAST; PLANT STRAWBERRY; WATER,
5,180,8,12,WATER,WATER; PICKUP COW 1; EAST; WATER; NORTH; WATER; NORTH,
5,181,8,13,WEST,NORTH; NORTH; EAST; WEST; PLANT STRAWBERRY; SOUTH; PLANT WHEAT,BUY_SEED STRAWBERRY 1; BUY_SEED WHEAT 1
5,182,8,14,WATER,WATER; NORTH; NORTH; WATER; WATER; WATER; WATER,BUY_SEED STRAWBERRY 1
5,183,8,15,SOUTH,EAST; PLACE COW; NORTH; WEST; NORTH; EAST; NORTH,
5,184,8,16,WATER,WATER; CARE; NORTH; WATER; PLANT STRAWBERRY; WATER; PLANT WHEAT,BUY_SEED WHEAT 1
5,185,8,17,WEST,EAST; PLANT STRAWBERRY; EAST; WATER; EAST; WATER,
5,186,8,18,WATER,WATER; WATER; EAST; NORTH; WATER,
5,187,8,19,PASS,EAST; WEST; EAST; PLANT WHEAT; NORTH,BUY_SEED WHEAT 1
5,188,8,20,PASS,WATER; WATER; EAST; WATER; WATER,
5,189,8,21,PASS,EAST; SOUTH; NORTH,
5,190,8,22,PASS,WATER; COLLECT_FERTILIZER; PLANT WHEAT,
5,191,8,23,PASS,CARE; WATER,
5,192,9,0,NORTH,,HIRE; HIRE; HIRE; HIRE; HIRE
5,193,9,1,HARVEST,PICKUP WHEAT 5; PICKUP WHEAT 4; EAST; EAST; EAST,SELL FERTILIZER 2; HIRE; HIRE; HIRE; HIRE
5,194,9,2,SOUTH,FEED; FEED; NORTH; NORTH; WEST; EAST; HARVEST; EAST; EAST,
5,195,9,3,PLACE MILK 6,CARE; CARE; NORTH; NORTH; NORTH; EAST; PLACE MILK 6; EAST; NORTH,SELL MILK 12; BUY_PRODUCT WHEAT 3; HIRE; BUY_ANIMAL COW 1; BUY_ANIMAL SHEEP 2
5,196,9,4,PICKUP WHEAT 4,WEST; PICKUP COW 1; SOUTH; WEST; NORTH; EAST; EAST; NORTH; WEST,BUY_PRODUCT WHEAT 3
5,197,9,5,NORTH,FEED; EAST; PICKUP SHEEP 2; NORTH; NORTH; EAST; NORTH; NORTH; WEST,
5,198,9,6,FEED,CARE; NORTH; EAST; NORTH; NORTH; EAST; NORTH; NORTH; WEST,BUY_PRODUCT WHEAT 3
5,199,9,7,CARE,COLLECT_FERTILIZER; PLACE COW; EAST; NORTH; NORTH; NORTH; NORTH; NORTH; NORTH,BUY_SEED STRAWBERRY 2
5,200,9,8,COLLECT_FERTILIZER,NORTH; CARE; PLACE SHEEP; WATER; WATER; WATER; NORTH; WATER; WATER,BUY_PRODUCT WHEAT 3; BUY_SEED STRAWBERRY 1
5,201,9,9,NORTH,FEED; EAST; CARE; HARVEST; EAST; WEST; NORTH; WATER; HARVEST; WEST,
5,202,9,10,FEED,CARE; EAST; WEST; PLANT STRAWBERRY; SOUTH; WATER; WATER; HARVEST; PLANT STRAWBERRY; WATER,BUY_PRODUCT WHEAT 3
